month,year,month_num,quarter_label,year_quarter,region,region_abbr,region_group,geo_level,industry,active_businesses,opening_businesses,continuing_businesses,closing_businesses,reopening_businesses,entrants,temporary_closures,exits,net_openings,gross_churn,closure_to_opening_ratio,entrant_share_of_openings,reopening_share_of_openings,exit_share_of_closings,temporary_closure_share_of_closings,formula_check_opening_eq_entrants_plus_reopening,formula_check_closing_eq_exits_plus_tempclosures,suppressed_measure_count,complete_row_all_8_measures
2025-05,2025,5,Q2,2025-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21044.0,1006.0,20022.0,950.0,656.0,350.0,612.0,338.0,56.0,1956.0,0.9443339960238568,0.34791252485089463,0.6520874751491054,0.35578947368421054,0.6442105263157895,1,1,0,1
2025-06,2025,6,Q2,2025-Q2,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21101.0,967.0,20165.0,906.0,646.0,321.0,640.0,266.0,61.0,1873.0,0.9369183040330921,0.33195449844881075,0.6680455015511892,0.293598233995585,0.7064017660044151,1,1,0,1
2025-07,2025,7,Q3,2025-Q3,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21084.0,997.0,20104.0,1021.0,637.0,360.0,,,-24.0,2018.0,1.0240722166499499,0.36108324974924777,0.6389167502507522,,,1,,0,0
2025-08,2025,8,Q3,2025-Q3,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21148.0,1061.0,20124.0,964.0,712.0,349.0,,,97.0,2025.0,0.9085768143261075,0.3289349670122526,0.6710650329877474,,,1,,0,0
2025-09,2025,9,Q3,2025-Q3,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21212.0,965.0,20250.0,910.0,620.0,345.0,,,55.0,1875.0,0.9430051813471503,0.35751295336787564,0.6424870466321243,,,1,,0,0
2025-10,2025,10,Q4,2025-Q4,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21128.0,971.0,20134.0,1033.0,612.0,359.0,,,-62.0,2004.0,1.0638516992790936,0.36972193614830073,0.6302780638516993,,,1,,0,0
2025-11,2025,11,Q4,2025-Q4,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21106.0,1036.0,19998.0,1050.0,680.0,356.0,,,-14.0,2086.0,1.0135135135135136,0.3436293436293436,0.6563706563706564,,,1,,0,0
2025-12,2025,12,Q4,2025-Q4,Nova Scotia,NS,Atlantic,Province/Territory,Business sector industries [T004],21137.0,1041.0,20034.0,1027.0,696.0,345.0,,,14.0,2068.0,0.9865513928914506,0.3314121037463977,0.6685878962536023,,,1,,0,0
2015-01,2015,1,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],353.0,,,,,,,,,,,,,,,,,7,0
2015-02,2015,2,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],335.0,,,,,,,,,,,,,,,,,7,0
2015-03,2015,3,Q1,2015-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],341.0,,,,,,,,,,,,,,,,,7,0
2015-04,2015,4,Q2,2015-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],341.0,,,,,,,,,,,,,,,,,7,0
2015-05,2015,5,Q2,2015-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],346.0,,,,,,,,,,,,,,,,,7,0
2015-06,2015,6,Q2,2015-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],351.0,,,,,,,,,,,,,,,,,7,0
2015-07,2015,7,Q3,2015-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2015-08,2015,8,Q3,2015-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],345.0,,,,,,,,,,,,,,,,,7,0
2015-09,2015,9,Q3,2015-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],355.0,,,,,,,,,,,,,,,,,7,0
2015-10,2015,10,Q4,2015-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],351.0,,,,,,,,,,,,,,,,,7,0
2015-11,2015,11,Q4,2015-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],339.0,,,,,,,,,,,,,,,,,7,0
2015-12,2015,12,Q4,2015-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],346.0,,,,,,,,,,,,,,,,,7,0
2016-01,2016,1,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],355.0,,,,,,,,,,,,,,,,,7,0
2016-02,2016,2,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],346.0,,,,,,,,,,,,,,,,,7,0
2016-03,2016,3,Q1,2016-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],350.0,,,,,,,,,,,,,,,,,7,0
2016-04,2016,4,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],347.0,,,,,,,,,,,,,,,,,7,0
2016-05,2016,5,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2016-06,2016,6,Q2,2016-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],345.0,,,,,,,,,,,,,,,,,7,0
2016-07,2016,7,Q3,2016-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],344.0,,,,,,,,,,,,,,,,,7,0
2016-08,2016,8,Q3,2016-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],350.0,,,,,,,,,,,,,,,,,7,0
2016-09,2016,9,Q3,2016-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],342.0,,,,,,,,,,,,,,,,,7,0
2016-10,2016,10,Q4,2016-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],350.0,,,,,,,,,,,,,,,,,7,0
2016-11,2016,11,Q4,2016-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],351.0,,,,,,,,,,,,,,,,,7,0
2016-12,2016,12,Q4,2016-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],349.0,,,,,,,,,,,,,,,,,7,0
2017-01,2017,1,Q1,2017-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],342.0,,,,,,,,,,,,,,,,,7,0
2017-02,2017,2,Q1,2017-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],347.0,,,,,,,,,,,,,,,,,7,0
2017-03,2017,3,Q1,2017-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],354.0,,,,,,,,,,,,,,,,,7,0
2017-04,2017,4,Q2,2017-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],350.0,,,,,,,,,,,,,,,,,7,0
2017-05,2017,5,Q2,2017-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2017-06,2017,6,Q2,2017-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],356.0,,,,,,,,,,,,,,,,,7,0
2017-07,2017,7,Q3,2017-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],344.0,,,,,,,,,,,,,,,,,7,0
2017-08,2017,8,Q3,2017-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],348.0,,,,,,,,,,,,,,,,,7,0
2017-09,2017,9,Q3,2017-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],346.0,,,,,,,,,,,,,,,,,7,0
2017-10,2017,10,Q4,2017-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],345.0,,,,,,,,,,,,,,,,,7,0
2017-11,2017,11,Q4,2017-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],346.0,,,,,,,,,,,,,,,,,7,0
2017-12,2017,12,Q4,2017-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],348.0,,,,,,,,,,,,,,,,,7,0
2018-01,2018,1,Q1,2018-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],338.0,,,,,,,,,,,,,,,,,7,0
2018-02,2018,2,Q1,2018-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],332.0,,,,,,,,,,,,,,,,,7,0
2018-03,2018,3,Q1,2018-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],330.0,,,,,,,,,,,,,,,,,7,0
2018-04,2018,4,Q2,2018-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2018-05,2018,5,Q2,2018-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],342.0,,,,,,,,,,,,,,,,,7,0
2018-06,2018,6,Q2,2018-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],342.0,,,,,,,,,,,,,,,,,7,0
2018-07,2018,7,Q3,2018-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],344.0,,,,,,,,,,,,,,,,,7,0
2018-08,2018,8,Q3,2018-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2018-09,2018,9,Q3,2018-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],346.0,,,,,,,,,,,,,,,,,7,0
2018-10,2018,10,Q4,2018-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],347.0,,,,,,,,,,,,,,,,,7,0
2018-11,2018,11,Q4,2018-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],356.0,,,,,,,,,,,,,,,,,7,0
2018-12,2018,12,Q4,2018-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],350.0,,,,,,,,,,,,,,,,,7,0
2019-01,2019,1,Q1,2019-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],340.0,,,,,,,,,,,,,,,,,7,0
2019-02,2019,2,Q1,2019-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2019-03,2019,3,Q1,2019-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],345.0,,,,,,,,,,,,,,,,,7,0
2019-04,2019,4,Q2,2019-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],331.0,,,,,,,,,,,,,,,,,7,0
2019-05,2019,5,Q2,2019-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],334.0,,,,,,,,,,,,,,,,,7,0
2019-06,2019,6,Q2,2019-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],330.0,,,,,,,,,,,,,,,,,7,0
2019-07,2019,7,Q3,2019-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],332.0,,,,,,,,,,,,,,,,,7,0
2019-08,2019,8,Q3,2019-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],331.0,,,,,,,,,,,,,,,,,7,0
2019-09,2019,9,Q3,2019-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],334.0,,,,,,,,,,,,,,,,,7,0
2019-10,2019,10,Q4,2019-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],335.0,,,,,,,,,,,,,,,,,7,0
2019-11,2019,11,Q4,2019-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],333.0,,,,,,,,,,,,,,,,,7,0
2019-12,2019,12,Q4,2019-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],340.0,,,,,,,,,,,,,,,,,7,0
2020-01,2020,1,Q1,2020-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],332.0,,,,,,,,,,,,,,,,,7,0
2020-02,2020,2,Q1,2020-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],329.0,,,,,,,,,,,,,,,,,7,0
2020-03,2020,3,Q1,2020-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],329.0,,,,,,,,,,,,,,,,,7,0
2020-04,2020,4,Q2,2020-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],326.0,,,,,,,,,,,,,,,,,7,0
2020-05,2020,5,Q2,2020-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],325.0,,,,,,,,,,,,,,,,,7,0
2020-06,2020,6,Q2,2020-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],319.0,,,,,,,,,,,,,,,,,7,0
2020-07,2020,7,Q3,2020-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],325.0,,,,,,,,,,,,,,,,,7,0
2020-08,2020,8,Q3,2020-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],335.0,,,,,,,,,,,,,,,,,7,0
2020-09,2020,9,Q3,2020-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],335.0,,,,,,,,,,,,,,,,,7,0
2020-10,2020,10,Q4,2020-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],339.0,,,,,,,,,,,,,,,,,7,0
2020-11,2020,11,Q4,2020-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],338.0,,,,,,,,,,,,,,,,,7,0
2020-12,2020,12,Q4,2020-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],333.0,,,,,,,,,,,,,,,,,7,0
2021-01,2021,1,Q1,2021-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],334.0,,,,,,,,,,,,,,,,,7,0
2021-02,2021,2,Q1,2021-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],332.0,,,,,,,,,,,,,,,,,7,0
2021-03,2021,3,Q1,2021-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],335.0,,,,,,,,,,,,,,,,,7,0
2021-04,2021,4,Q2,2021-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],332.0,,,,,,,,,,,,,,,,,7,0
2021-05,2021,5,Q2,2021-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],328.0,,,,,,,,,,,,,,,,,7,0
2021-06,2021,6,Q2,2021-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],331.0,,,,,,,,,,,,,,,,,7,0
2021-07,2021,7,Q3,2021-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],329.0,,,,,,,,,,,,,,,,,7,0
2021-08,2021,8,Q3,2021-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2021-09,2021,9,Q3,2021-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],339.0,,,,,,,,,,,,,,,,,7,0
2021-10,2021,10,Q4,2021-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2021-11,2021,11,Q4,2021-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],347.0,,,,,,,,,,,,,,,,,7,0
2021-12,2021,12,Q4,2021-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],347.0,,,,,,,,,,,,,,,,,7,0
2022-01,2022,1,Q1,2022-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],343.0,,,,,,,,,,,,,,,,,7,0
2022-02,2022,2,Q1,2022-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],342.0,,,,,,,,,,,,,,,,,7,0
2022-03,2022,3,Q1,2022-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],348.0,,,,,,,,,,,,,,,,,7,0
2022-04,2022,4,Q2,2022-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],357.0,,,,,,,,,,,,,,,,,7,0
2022-05,2022,5,Q2,2022-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],357.0,,,,,,,,,,,,,,,,,7,0
2022-06,2022,6,Q2,2022-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],354.0,,,,,,,,,,,,,,,,,7,0
2022-07,2022,7,Q3,2022-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],358.0,,,,,,,,,,,,,,,,,7,0
2022-08,2022,8,Q3,2022-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],362.0,,,,,,,,,,,,,,,,,7,0
2022-09,2022,9,Q3,2022-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],365.0,,,,,,,,,,,,,,,,,7,0
2022-10,2022,10,Q4,2022-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],366.0,,,,,,,,,,,,,,,,,7,0
2022-11,2022,11,Q4,2022-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],358.0,,,,,,,,,,,,,,,,,7,0
2022-12,2022,12,Q4,2022-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],363.0,,,,,,,,,,,,,,,,,7,0
2023-01,2023,1,Q1,2023-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],367.0,,,,,,,,,,,,,,,,,7,0
2023-02,2023,2,Q1,2023-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],366.0,,,,,,,,,,,,,,,,,7,0
2023-03,2023,3,Q1,2023-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],369.0,,,,,,,,,,,,,,,,,7,0
2023-04,2023,4,Q2,2023-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],364.0,,,,,,,,,,,,,,,,,7,0
2023-05,2023,5,Q2,2023-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],366.0,,,,,,,,,,,,,,,,,7,0
2023-06,2023,6,Q2,2023-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],370.0,,,,,,,,,,,,,,,,,7,0
2023-07,2023,7,Q3,2023-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],370.0,,,,,,,,,,,,,,,,,7,0
2023-08,2023,8,Q3,2023-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],373.0,,,,,,,,,,,,,,,,,7,0
2023-09,2023,9,Q3,2023-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],377.0,,,,,,,,,,,,,,,,,7,0
2023-10,2023,10,Q4,2023-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],376.0,,,,,,,,,,,,,,,,,7,0
2023-11,2023,11,Q4,2023-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],377.0,,,,,,,,,,,,,,,,,7,0
2023-12,2023,12,Q4,2023-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],371.0,,,,,,,,,,,,,,,,,7,0
2024-01,2024,1,Q1,2024-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],370.0,,,,,,,,,,,,,,,,,7,0
2024-02,2024,2,Q1,2024-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],370.0,,,,,,,,,,,,,,,,,7,0
2024-03,2024,3,Q1,2024-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],370.0,,,,,,,,,,,,,,,,,7,0
2024-04,2024,4,Q2,2024-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],368.0,,,,,,,,,,,,,,,,,7,0
2024-05,2024,5,Q2,2024-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],375.0,,,,,,,,,,,,,,,,,7,0
2024-06,2024,6,Q2,2024-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],386.0,,,,,,,,,,,,,,,,,7,0
2024-07,2024,7,Q3,2024-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],380.0,,,,,,,,,,,,,,,,,7,0
2024-08,2024,8,Q3,2024-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],378.0,,,,,,,,,,,,,,,,,7,0
2024-09,2024,9,Q3,2024-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],384.0,,,,,,,,,,,,,,,,,7,0
2024-10,2024,10,Q4,2024-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],382.0,,,,,,,,,,,,,,,,,7,0
2024-11,2024,11,Q4,2024-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],380.0,,,,,,,,,,,,,,,,,7,0
2024-12,2024,12,Q4,2024-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],385.0,,,,,,,,,,,,,,,,,7,0
2025-01,2025,1,Q1,2025-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],382.0,,,,,,,,,,,,,,,,,7,0
2025-02,2025,2,Q1,2025-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],377.0,,,,,,,,,,,,,,,,,7,0
2025-03,2025,3,Q1,2025-Q1,Nunavut,NU,North,Province/Territory,Business sector industries [T004],379.0,,,,,,,,,,,,,,,,,7,0
2025-04,2025,4,Q2,2025-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],381.0,,,,,,,,,,,,,,,,,7,0
2025-05,2025,5,Q2,2025-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],380.0,,,,,,,,,,,,,,,,,7,0
2025-06,2025,6,Q2,2025-Q2,Nunavut,NU,North,Province/Territory,Business sector industries [T004],380.0,,,,,,,,,,,,,,,,,7,0
2025-07,2025,7,Q3,2025-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],375.0,,,,,,,,,,,,,,,,,5,0
2025-08,2025,8,Q3,2025-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],373.0,,,,,,,,,,,,,,,,,5,0
2025-09,2025,9,Q3,2025-Q3,Nunavut,NU,North,Province/Territory,Business sector industries [T004],366.0,,,,,,,,,,,,,,,,,5,0
2025-10,2025,10,Q4,2025-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],369.0,,,,,,,,,,,,,,,,,5,0
2025-11,2025,11,Q4,2025-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],367.0,,,,,,,,,,,,,,,,,5,0
2025-12,2025,12,Q4,2025-Q4,Nunavut,NU,North,Province/Territory,Business sector industries [T004],371.0,,,,,,,,,,,,,,,,,5,0
2015-01,2015,1,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],322119.0,16520.0,302260.0,13419.0,9392.0,7128.0,8552.0,4867.0,3101.0,29939.0,0.8122881355932203,0.4314769975786925,0.5685230024213075,0.3626946866383486,0.6373053133616514,1,1,0,1
2015-02,2015,2,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],323201.0,16601.0,307387.0,14153.0,10126.0,6475.0,9249.0,4904.0,2448.0,30754.0,0.8525390036744774,0.3900367447744112,0.6099632552255888,0.3464989754822299,0.65350102451777,1,1,0,1
2015-03,2015,3,Q1,2015-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],324822.0,15195.0,311062.0,12762.0,8891.0,6304.0,7630.0,5132.0,2433.0,27957.0,0.8398815399802566,0.4148733135899967,0.5851266864100033,0.4021313273781539,0.5978686726218461,1,1,0,1
2015-04,2015,4,Q2,2015-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],325543.0,15505.0,310143.0,14662.0,8898.0,6607.0,9165.0,5497.0,843.0,30167.0,0.94563044179297,0.4261206062560464,0.5738793937439536,0.374914745600873,0.625085254399127,1,1,0,1
2015-05,2015,5,Q2,2015-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],326725.0,15639.0,311126.0,13715.0,9940.0,5699.0,8863.0,4852.0,1924.0,29354.0,0.8769742310889443,0.3644094890977684,0.6355905109022316,0.35377324097703244,0.6462267590229676,1,1,0,1
2015-06,2015,6,Q2,2015-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],327123.0,13779.0,312503.0,14253.0,8971.0,4808.0,9292.0,4961.0,-474.0,28032.0,1.034400174178097,0.34893678786559257,0.6510632121344074,0.34806707359854067,0.6519329264014594,1,1,0,1
2015-07,2015,7,Q3,2015-Q3,Ontario,ON,Central,Province/Territory,Business sector industries [T004],328624.0,15187.0,312648.0,14008.0,8846.0,6341.0,8971.0,5037.0,1179.0,29195.0,0.9223678145782577,0.4175281490748667,0.5824718509251333,0.35958023986293547,0.6404197601370646,1,1,0,1
2015-08,2015,8,Q3,2015-Q3,Ontario,ON,Central,Province/Territory,Business sector industries [T004],329307.0,15147.0,314243.0,14069.0,9387.0,5760.0,9146.0,4923.0,1078.0,29216.0,0.9288307915758897,0.38027332144979203,0.6197266785502079,0.3499182600042647,0.6500817399957353,1,1,0,1
2015-09,2015,9,Q3,2015-Q3,Ontario,ON,Central,Province/Territory,Business sector industries [T004],328871.0,13787.0,314946.0,14196.0,8090.0,5697.0,9257.0,4939.0,-409.0,27983.0,1.0296656270399651,0.4132153477913977,0.5867846522086023,0.3479149056072133,0.6520850943927867,1,1,0,1
2015-10,2015,10,Q4,2015-Q4,Ontario,ON,Central,Province/Territory,Business sector industries [T004],329967.0,16038.0,314229.0,14398.0,9421.0,6617.0,9213.0,5185.0,1640.0,30436.0,0.8977428607058237,0.41258261628632,0.58741738371368,0.36011946103625503,0.639880538963745,1,1,0,1
2015-11,2015,11,Q4,2015-Q4,Ontario,ON,Central,Province/Territory,Business sector industries [T004],330247.0,16579.0,315134.0,14577.0,9576.0,7003.0,9370.0,5207.0,2002.0,31156.0,0.8792448277941974,0.4224018336449726,0.5775981663550275,0.3572065582767373,0.6427934417232627,1,1,0,1
2015-12,2015,12,Q4,2015-Q4,Ontario,ON,Central,Province/Territory,Business sector industries [T004],329527.0,15002.0,315415.0,14832.0,7538.0,7464.0,9721.0,5111.0,170.0,29834.0,0.9886681775763232,0.4975336621783762,0.5024663378216238,0.3445927723840345,0.6554072276159655,1,1,0,1
2016-01,2016,1,Q1,2016-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],335912.0,16414.0,316746.0,14159.0,9976.0,6438.0,8807.0,5352.0,2255.0,30573.0,0.8626172779334714,0.392226148409894,0.607773851590106,0.3779927961014196,0.6220072038985804,1,1,0,1
2016-02,2016,2,Q1,2016-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],330951.0,15377.0,316086.0,18704.0,9587.0,5790.0,12774.0,5930.0,-3327.0,34081.0,1.2163620992391233,0.37653638551082785,0.6234636144891721,0.31704448246364414,0.6829555175363559,1,1,0,1
2016-03,2016,3,Q1,2016-Q1,Ontario,ON,Central,Province/Territory,Business sector industries [T004],331255.0,15843.0,316428.0,14840.0,9849.0,5994.0,9565.0,5275.0,1003.0,30683.0,0.9366912832165625,0.3783374360916493,0.6216625639083507,0.3554582210242588,0.6445417789757413,1,1,0,1
2016-04,2016,4,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],332815.0,16234.0,316651.0,14585.0,9914.0,6320.0,9331.0,5254.0,1649.0,30819.0,0.898423062707897,0.38930639398792655,0.6106936060120735,0.3602331162152897,0.6397668837847104,1,1,0,1
2016-05,2016,5,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],333158.0,15744.0,317479.0,14733.0,9408.0,6336.0,8704.0,6029.0,1011.0,30477.0,0.9357850609756098,0.4024390243902439,0.5975609756097561,0.4092174031086676,0.5907825968913324,1,1,0,1
2016-06,2016,6,Q2,2016-Q2,Ontario,ON,Central,Province/Territory,Business sector industries [T004],333139.0,13930.0,318653.0,14638.0,9303.0,4627.0,10565.0,4073.0,-708.0,28568.0,1.0508255563531945,0.3321608040201005,0.6678391959798995,0.2782483945894248,0.7217516054105753,1,1,0,1
2016-07,2016,7,Q3,2016-Q3,Ontario,ON,Central,Province/Territory,Business sector industries [T004],333252.0,16633.0,315971.0,16790.0,9992.0,6641.0,9362.0,7428.0,-157.0,33423.0,1.0094390669151687,0.39926651836710153,0.6007334816328984,0.4424061941631924,0.5575938058368076,1,1,0,1
2016-08,2016,8,Q3,2016-Q3,Ontario,ON,Central,Province/Territory,Business sector industries [T004],333583.0,15711.0,317927.0,15362.0,9448.0,6263.0,9329.0,6033.0,349.0,31073.0,0.9777862644007383,0.3986378970148304,0.6013621029851697,0.39272230178362194,0.6072776982163781,1,1,0,1
